empno,storeno,somakiosk,cage,cincome,custno,loyallev,loyaltycard,cid,visits,brandtrust,comp,sexy,sophis,exc,fit,ability,csr,ValueForPrice,empsim,TotalACTV,cussat,somarket,CoreBrandACTV,ALLpreACTV,cgender,MCcussat,cussatquad,SOMAinteffect,HighlyRecommend,MCFit,fitquad,storeambience,frequentvisitor,empsimHL,visitsafterkiosk,ActedOnADeal,TotalYearlyACTV,Zcincome,Zcage,SOMAEmp,TotalTwoYearSpend,HighValueCustomer,MCSomaSexy,SomaSexyquad,SatFit,MCGender,SatGender,ServiceQuality,MCAge,MCLoyaltyCard,MCIncome,SOMAEmpsim,Zexc,Zsophis,Zcsr,ZValueForPrice,Zcid,Zempsim
4153599769.00,323.00,0.00,34.00,254147.00,719473925117640,0,0,5,16.0,2.00,2.67,2.67,1.00,1.00,1.25,3.00,1.00,3.00,3.67,77.46,1.00,0.00,77.46,97.90,1.00,-3.12,9.74,0.00,0.00,-2.77,14.05,1.00,1.00,0.00,8.00,8.00,87.68,1.31519,1.03994,0.00,1111.61,0.00,-1.45,5.007,8.66,0.29,-0.90,3.67,-14.09,-0.51,98615.00,0.00,-1.55294,-1.52711,-1.55452,-0.55404,0.37792,-0.24506
4153599769.00,323.00,0.00,22.00,161266.00,740071969721858,0,1,3,12.0,3.67,3.00,1.00,4.33,3.00,2.50,1.00,4.00,5.00,1.67,55.25,4.00,0.00,55.25,138.34,1.00,-0.12,0.01,0.00,0.00,-1.52,6.24,3.00,0.00,0.00,6.00,6.00,96.79,0.07647,-1.62249,0.00,792.83,0.00,-3.11,15.243,0.20,0.29,-0.04,1.67,-26.09,0.49,5734.00,0.00,-0.55015,0.10630,-0.09657,0.44380,-0.57465,-1.24602
4153599769.00,323.00,0.00,23.00,265131.00,821640390409064,0,0,5,20.0,1.67,7.00,4.67,2.00,4.00,3.00,3.67,3.00,6.00,5.33,86.25,4.00,0.00,86.25,87.38,1.00,-0.12,0.01,0.00,0.00,-1.02,3.99,4.00,1.00,1.00,10.00,10.00,86.82,1.46167,-1.56924,1.00,1237.68,0.00,0.55,0.056,0.13,0.29,-0.04,5.33,-25.09,-0.51,109599.00,1.00,-0.04876,-1.03709,-0.58255,0.94272,0.37792,0.58908
4153599769.00,323.00,0.00,46.00,48803.00,880155815151427,0,0,3,10.0,4.00,2.00,5.00,3.67,3.33,2.50,3.00,3.00,1.00,2.00,63.45,2.00,0.00,63.45,84.95,1.00,-2.12,4.50,0.00,0.00,-1.52,6.24,3.33,0.00,0.00,5.00,5.00,74.20,-1.42340,-0.34452,0.00,910.45,0.00,0.89,0.009,3.23,0.29,-0.61,2.00,-2.09,-0.51,-106729.00,0.00,-0.38302,-0.22038,-0.58255,-1.55188,-0.57465,-1.07919
4153599769.00,323.00,0.00,37.00,50848.00,945737228325579,1,1,5,4.0,3.33,1.67,2.00,1.00,2.00,5.00,1.00,4.67,3.00,3.67,63.61,2.00,0.00,63.61,83.94,1.00,-2.12,4.50,0.00,0.00,0.98,0.00,2.00,0.00,0.00,2.00,2.00,73.77,-1.39612,-0.82376,0.00,912.77,0.00,-2.11,8.434,-2.09,0.29,-0.61,3.67,-11.09,0.49,-104684.00,0.00,-1.05155,-1.52711,0.22742,-0.55404,0.37792,-0.24506
6566921108.00,323.00,0.00,34.00,276964.00,22107426225351,0,0,1,10.0,7.00,4.00,4.00,1.00,4.33,1.25,1.00,1.00,4.00,2.00,72.09,1.00,0.00,72.09,94.26,1.00,-3.12,9.74,0.00,0.00,-2.77,14.05,4.33,0.00,0.00,5.00,5.00,83.18,1.61949,1.03994,0.00,1034.52,0.00,-0.11,0.818,8.66,0.29,-0.90,2.00,-14.09,-0.51,121432.00,0.00,0.11837,-1.52711,-1.55452,-0.05512,-1.52722,-1.07919
6566921108.00,323.00,0.00,20.00,120715.00,23863173901925,1,1,7,13.0,5.33,5.00,7.00,6.00,5.33,7.00,6.67,6.33,7.00,7.00,81.64,7.00,0.00,81.64,72.50,0.00,2.88,8.29,0.00,1.00,2.98,4.01,5.33,0.00,1.00,6.50,6.50,77.07,-0.46434,-1.72899,1.00,1171.56,0.00,2.89,4.392,8.56,-0.71,-2.05,7.00,-28.09,0.49,-34817.00,1.00,0.61976,0.92301,1.03740,1.44164,1.33049,1.42321
6566921108.00,323.00,0.00,22.00,116363.00,238763712905756,0,1,4,5.0,3.67,2.00,3.00,3.00,2.67,5.00,2.33,2.67,4.00,1.00,70.46,3.00,0.00,70.46,92.94,1.00,-1.12,1.26,0.00,0.00,0.98,0.00,2.67,0.00,0.00,2.50,2.50,81.70,-0.52238,-1.62249,0.00,1011.04,0.00,-1.11,3.626,-1.11,0.29,-0.32,1.00,-26.09,0.49,-39169.00,0.00,-0.71729,-0.54706,-0.74454,-0.05512,-0.09836,-1.57967
6566921108.00,323.00,0.00,50.00,256127.00,382311908508651,0,0,3,12.0,1.00,1.67,2.00,2.67,3.33,1.00,1.00,1.67,4.00,2.00,70.97,4.00,0.00,70.97,95.40,0.00,-0.12,0.01,0.00,0.00,-3.02,15.99,3.33,0.00,0.00,6.00,6.00,83.19,1.34159,-0.13153,0.00,1018.36,0.00,-2.11,8.434,0.39,-0.71,0.09,2.00,1.91,-0.51,100595.00,0.00,-0.38302,-0.71040,-1.23053,-0.05512,-0.57465,-1.07919
6566921108.00,323.00,0.00,36.00,97016.00,391414341400171,0,0,1,15.0,3.00,4.33,3.67,5.33,4.00,1.00,5.33,5.33,3.00,3.33,76.84,6.00,0.00,76.84,117.59,0.00,1.88,3.53,0.00,1.00,-3.02,15.99,4.00,1.00,0.00,7.50,7.50,97.21,-0.78040,1.57243,0.00,1102.65,0.00,-0.45,1.531,-5.65,-0.71,-1.33,3.33,-12.09,-0.51,-58516.00,0.00,-0.04876,0.59632,0.55141,-0.55404,-1.52722,-0.41189
6566921108.00,323.00,0.00,24.00,188689.00,400342498101092,1,1,1,8.0,1.00,1.00,3.33,2.00,1.00,2.00,1.00,2.00,2.00,1.00,59.16,1.00,0.00,59.16,84.67,1.00,-3.12,9.74,0.00,0.00,-2.02,8.99,1.00,0.00,0.00,4.00,4.00,71.91,0.44220,-1.51599,0.00,848.88,0.00,-0.78,2.468,6.31,0.29,-0.90,1.00,-24.09,0.49,33157.00,0.00,-1.55294,-1.03709,-1.06853,-1.05296,-1.52722,-1.57967
6566921108.00,323.00,0.00,70.00,272305.00,429418758515045,0,1,5,9.0,3.33,1.00,1.00,1.00,1.00,2.00,4.00,5.67,4.00,1.00,73.40,3.00,0.00,73.40,97.41,0.00,-1.12,1.26,0.00,0.00,-2.02,8.99,1.00,0.00,0.00,4.50,4.50,85.40,1.55735,0.93344,0.00,1053.24,0.00,-3.11,15.243,2.28,-0.71,0.80,1.00,21.91,0.49,116773.00,0.00,-1.55294,-1.52711,0.71341,-0.05512,0.37792,-1.57967
6566921108.00,323.00,0.00,60.00,184492.00,631072069925002,0,0,1,5.0,2.67,1.00,2.00,1.00,4.67,2.25,3.00,4.00,3.00,3.67,62.05,1.00,0.00,62.05,41.90,1.00,-3.12,9.74,0.00,0.00,-1.77,7.55,4.67,0.00,0.00,2.50,2.50,51.98,0.38623,0.40096,0.00,890.46,0.00,-2.11,8.434,5.53,0.29,-0.90,3.67,11.91,-0.51,28960.00,0.00,0.28550,-1.52711,-0.09657,-0.55404,-1.52722,-0.24506
6566921108.00,323.00,0.00,65.00,84238.00,631938213844029,0,0,7,15.0,1.67,1.67,4.33,5.00,5.00,1.00,3.00,1.00,4.33,1.33,57.58,1.00,0.00,57.58,73.28,1.00,-3.12,9.74,0.00,0.00,-3.02,15.99,5.00,1.00,0.00,7.50,7.50,65.43,-0.95082,0.66720,0.00,826.29,0.00,0.22,0.326,9.44,0.29,-0.90,1.33,16.91,-0.51,-71294.00,0.00,0.45263,0.43298,-1.55452,0.11119,1.33049,-1.41285
6566921108.00,323.00,0.00,49.00,84080.00,708128725996188,0,0,5,13.0,3.67,1.67,4.00,4.00,2.33,1.00,1.00,3.67,1.00,4.33,70.37,2.00,0.00,70.37,94.52,1.00,-2.12,4.50,0.00,0.00,-3.02,15.99,2.33,0.00,1.00,6.50,6.50,82.44,-0.95292,-0.18478,1.00,1009.78,0.00,-0.11,0.818,6.42,0.29,-0.61,4.33,0.91,-0.51,-71452.00,1.00,-0.88442,-0.05704,-0.25856,-1.55188,0.37792,0.08859
6566921108.00,323.00,0.00,34.00,101410.00,753927254277247,0,0,4,17.0,6.33,3.00,1.00,5.67,1.00,4.00,1.33,1.67,1.00,2.67,71.54,2.00,0.00,71.54,54.59,1.00,-2.12,4.50,0.00,0.00,-0.02,1.00,1.00,1.00,0.00,8.50,8.50,63.06,-0.72180,1.14644,0.00,1026.60,0.00,-3.11,15.243,0.04,0.29,-0.61,2.67,-14.09,-0.51,-54122.00,0.00,-1.55294,0.75967,-1.23053,-1.55188,-0.09836,-0.74554
6566921108.00,323.00,0.00,36.00,70890.00,771616177239424,0,1,4,8.0,3.33,2.00,3.67,5.00,3.00,1.00,2.67,5.00,1.00,1.00,64.58,2.00,0.00,64.58,83.56,0.00,-2.12,4.50,0.00,0.00,-3.02,15.99,3.00,0.00,0.00,4.00,4.00,74.07,-1.12883,1.73217,0.00,926.76,0.00,-0.45,1.531,6.42,-0.71,1.52,1.00,-12.09,0.49,-84642.00,0.00,-0.55015,0.43298,0.38942,-1.55188,-0.09836,-1.57967
6566921108.00,323.00,0.00,35.00,116556.00,883895375557796,0,1,1,10.0,1.00,1.00,1.00,3.00,1.33,3.00,1.00,1.00,1.00,4.00,59.52,1.00,0.00,59.52,37.85,1.00,-3.12,9.74,0.00,0.00,-1.02,3.99,1.33,0.00,0.00,5.00,5.00,48.68,-0.51981,1.19969,0.00,854.07,0.00,-3.11,15.243,3.18,0.29,-0.90,4.00,-13.09,0.49,-38976.00,0.00,-1.38581,-0.54706,-1.55452,-1.55188,-1.52722,-0.07823
6566921108.00,323.00,0.00,34.00,161991.00,917584463150201,1,1,5,11.0,1.00,4.00,4.00,1.67,1.67,1.50,4.00,1.00,2.00,2.00,44.43,4.00,0.00,44.43,60.63,1.00,-0.12,0.01,0.00,0.00,-2.52,12.24,1.67,0.00,0.00,5.50,5.50,52.53,0.08614,-0.98351,0.00,637.58,0.00,-0.11,0.818,0.32,0.29,-0.04,2.00,-14.09,0.49,6459.00,0.00,-1.21868,-1.20043,-1.55452,-1.05296,0.37792,-1.07919
6566921108.00,323.00,0.00,35.00,56321.00,966463561388857,1,1,2,6.0,1.00,3.67,5.00,4.00,1.67,2.00,3.00,2.67,1.00,2.67,59.36,2.00,0.00,59.36,76.64,1.00,-2.12,4.50,0.00,0.00,-2.02,8.99,1.67,0.00,0.00,3.00,3.00,68.00,-1.32313,1.19969,0.00,851.84,0.00,0.89,0.009,4.29,0.29,-0.61,2.67,-13.09,0.49,-99211.00,0.00,-1.21868,-0.05704,-0.74454,-1.55188,-1.05093,-0.74554
4593030423.00,324.00,0.00,29.00,55360.00,209458678646794,0,0,3,9.0,3.33,1.33,5.00,1.00,1.00,1.00,5.67,2.67,4.00,1.67,70.40,2.00,1.00,70.40,147.86,1.00,-2.12,4.50,1.00,0.00,-3.02,15.99,1.00,0.00,0.00,4.50,4.50,109.13,-1.33595,-1.24975,0.00,1010.24,0.00,0.89,0.009,6.42,0.29,-0.61,1.67,-19.09,-0.51,-100172.00,0.00,-1.55294,-1.52711,-0.74454,-0.05512,-0.57465,-1.24602
4593030423.00,324.00,0.00,68.00,283806.00,223854766074846,0,0,7,19.0,5.33,7.00,2.00,3.00,4.00,5.00,7.00,7.00,1.00,6.00,87.81,3.00,1.00,87.81,96.01,1.00,-1.12,1.26,1.00,0.00,0.98,0.00,4.00,1.00,1.00,9.50,9.50,91.91,1.71073,0.82695,1.00,1260.14,0.00,-2.11,8.434,-1.11,0.29,-0.32,6.00,19.91,-0.51,128274.00,1.00,-0.04876,-0.54706,1.36139,-1.55188,1.33049,0.92273
4593030423.00,324.00,0.00,31.00,226254.00,267018344548864,0,0,1,5.0,1.67,3.67,1.00,3.00,1.00,4.00,7.00,4.00,1.00,3.67,73.18,1.00,1.00,73.18,127.73,1.00,-3.12,9.74,1.00,0.00,-0.02,1.00,1.00,0.00,0.00,2.50,2.50,100.45,0.94319,-1.14325,0.00,1050.08,0.00,-3.11,15.243,0.06,0.29,-0.90,3.67,-17.09,-0.51,70722.00,0.00,-1.55294,-0.54706,-0.09657,-1.55188,-1.52722,-0.24506
4593030423.00,324.00,0.00,35.00,276436.00,287299712347468,0,0,3,19.0,1.00,2.67,4.67,1.00,4.00,1.00,1.67,1.00,2.00,1.00,70.97,1.00,1.00,70.97,93.17,1.00,-3.12,9.74,1.00,0.00,-3.02,15.99,4.00,1.00,0.00,9.50,9.50,82.07,1.61244,1.41268,0.00,1018.44,0.00,0.55,0.056,9.44,0.29,-0.90,1.00,-13.09,-0.51,120904.00,0.00,-0.04876,-1.52711,-1.55452,-1.05296,-0.57465,-1.57967
4593030423.00,324.00,0.00,40.00,235464.00,375432496364441,1,1,4,11.0,5.00,3.00,5.00,3.00,3.33,2.75,7.00,4.33,4.67,4.00,66.87,5.00,1.00,66.87,80.25,1.00,0.88,0.77,1.00,0.00,-1.27,5.06,3.33,0.00,0.00,5.50,5.50,73.56,1.06602,-0.66401,0.00,959.62,0.00,0.89,0.009,-1.10,0.29,0.25,4.00,-8.09,0.49,79932.00,0.00,-0.38302,-0.54706,0.06543,0.27749,-0.09836,-0.07823
4593030423.00,324.00,0.00,24.00,253439.00,463554681477943,0,1,5,13.0,1.67,2.00,1.00,6.33,2.67,1.50,1.00,5.00,1.00,3.67,75.55,2.00,1.00,75.55,94.30,0.00,-2.12,4.50,1.00,0.00,-2.52,12.24,2.67,0.00,0.00,6.50,6.50,84.93,1.30574,-1.51599,0.00,1084.17,0.00,-3.11,15.243,5.36,-0.71,1.52,3.67,-24.09,0.49,97907.00,0.00,-0.71729,1.08635,0.38942,-1.55188,0.37792,-0.24506
4593030423.00,324.00,0.00,68.00,145694.00,839385798381776,0,1,5,17.0,1.00,4.33,1.67,5.33,1.00,5.00,5.00,1.00,5.00,4.00,57.47,1.00,1.00,57.47,69.89,0.00,-3.12,9.74,1.00,0.00,0.98,0.00,1.00,1.00,0.00,8.50,8.50,63.68,-0.13121,0.82695,0.00,824.72,0.00,-2.45,10.482,-3.07,-0.71,2.23,4.00,19.91,0.49,-9838.00,0.00,-1.55294,0.59632,-1.55452,0.44380,0.37792,-0.07823
4593030423.00,324.00,0.00,20.00,283382.00,927778837965348,0,1,3,11.0,3.67,1.00,1.00,2.00,1.00,2.00,4.33,3.00,1.00,2.67,46.01,2.00,1.00,46.01,63.55,1.00,-2.12,4.50,1.00,0.00,-2.02,8.99,1.00,0.00,0.00,5.50,5.50,54.78,1.70508,-1.72899,0.00,660.23,0.00,-3.11,15.243,4.29,0.29,-0.61,2.67,-28.09,0.49,127850.00,0.00,-1.55294,-1.03709,-0.58255,-1.55188,-0.57465,-0.74554
4593030423.00,324.00,0.00,55.00,214023.00,928898309455527,0,0,4,18.0,1.00,1.00,4.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,57.69,2.00,1.00,57.69,74.00,1.00,-2.12,4.50,1.00,0.00,-3.02,15.99,1.00,1.00,0.00,9.00,9.00,65.85,0.78007,0.13471,0.00,827.90,0.00,-0.11,0.818,6.42,0.29,-0.61,2.00,6.91,-0.51,58491.00,0.00,-1.55294,-1.52711,-1.06853,-1.05296,-0.09836,-1.07919
4593030423.00,324.00,0.00,55.00,126233.00,954485782804847,0,0,3,9.0,1.00,3.67,1.00,1.00,3.00,2.00,1.00,1.00,1.00,1.00,56.39,1.00,1.00,56.39,117.90,1.00,-3.12,9.74,1.00,0.00,-2.02,8.99,3.00,0.00,0.00,4.50,4.50,87.15,-0.39075,0.13471,0.00,809.25,0.00,-3.11,15.243,6.31,0.29,-0.90,1.00,6.91,-0.51,-29299.00,0.00,-0.55015,-1.52711,-1.55452,-1.55188,-0.57465,-1.57967
4991161627.00,324.00,0.00,30.00,205177.00,193311730029745,0,1,2,12.0,1.00,2.00,2.67,1.00,1.00,2.00,1.00,1.67,1.00,2.00,70.57,1.00,1.00,70.57,53.89,1.00,-3.12,9.74,1.00,0.00,-2.02,8.99,1.00,0.00,0.00,6.00,6.00,62.23,0.66209,-1.19650,0.00,1012.63,0.00,-1.45,5.007,6.31,0.29,-0.90,2.00,-18.09,0.49,49645.00,0.00,-1.55294,-1.52711,-1.23053,-1.55188,-1.05093,-1.07919
4991161627.00,324.00,0.00,68.00,234121.00,326596116703951,0,0,5,9.0,2.33,5.00,1.00,2.67,1.00,3.00,4.00,1.67,3.67,2.00,49.32,1.00,1.00,49.32,64.20,0.00,-3.12,9.74,1.00,0.00,-1.02,3.99,1.00,0.00,0.00,4.50,4.50,56.76,1.04811,0.82695,0.00,707.71,0.00,-3.11,15.243,3.18,-0.71,2.23,2.00,19.91,-0.51,78589.00,0.00,-1.55294,-0.71040,-1.23053,-0.22143,0.37792,-1.07919
4991161627.00,324.00,0.00,68.00,252081.00,359715099530310,0,1,3,21.0,4.33,1.67,4.33,7.00,4.00,2.00,4.00,4.00,3.00,4.00,98.08,3.00,1.00,98.08,109.96,1.00,-1.12,1.26,1.00,0.00,-2.02,8.99,4.00,1.00,0.00,10.50,10.50,104.02,1.28763,0.82695,0.00,1407.46,0.00,0.22,0.326,2.28,0.29,-0.32,4.00,19.91,0.49,96549.00,0.00,-0.04876,1.41303,-0.09657,-0.55404,-0.57465,-0.07823
4991161627.00,324.00,0.00,37.00,229265.00,529292612003095,0,0,3,16.0,3.00,4.00,3.67,3.00,2.00,4.50,2.33,1.00,3.67,5.00,71.28,1.00,1.00,71.28,90.46,1.00,-3.12,9.74,1.00,0.00,0.48,0.25,2.00,1.00,1.00,8.00,8.00,80.87,0.98334,-0.82376,1.00,1022.91,0.00,-0.45,1.531,-1.51,0.29,-0.90,5.00,-11.09,-0.51,73733.00,1.00,-1.05155,-0.54706,-1.55452,-0.22143,-0.57465,0.42225
4991161627.00,324.00,0.00,35.00,75689.00,535079521542854,0,0,7,12.0,7.00,6.00,2.67,7.00,7.00,6.75,3.00,5.00,7.00,4.67,91.43,5.00,1.00,91.43,89.94,0.00,0.88,0.77,1.00,0.00,2.73,3.07,7.00,0.00,1.00,6.00,6.00,90.69,-1.06483,1.41268,1.00,1311.97,0.00,-1.45,5.007,2.38,-0.71,-0.62,4.67,-13.09,-0.51,-79843.00,1.00,1.45542,1.41303,0.38942,1.44164,1.33049,0.25542
4991161627.00,324.00,0.00,36.00,137840.00,748826115491982,0,0,1,7.0,1.00,2.00,2.00,2.00,2.00,2.00,1.00,3.67,1.00,4.33,66.18,3.00,1.00,66.18,84.94,1.00,-1.12,1.26,1.00,0.00,-2.02,8.99,2.00,0.00,1.00,3.50,3.50,75.56,-0.23595,1.73217,1.00,949.68,0.00,-2.11,8.434,2.28,0.29,-0.32,4.33,-12.09,-0.51,-17692.00,1.00,-1.05155,-1.03709,-0.25856,-1.55188,-1.52722,0.08859
4991161627.00,324.00,0.00,68.00,144950.00,793499840388462,0,0,3,7.0,3.33,2.67,1.00,4.00,3.00,4.00,1.00,4.67,2.00,1.00,82.54,5.00,1.00,82.54,77.29,1.00,0.88,0.77,1.00,0.00,-0.02,1.00,3.00,0.00,0.00,3.50,3.50,79.92,-0.14113,0.82695,0.00,1184.45,0.00,-3.11,15.243,-0.02,0.29,0.25,1.00,19.91,-0.51,-10582.00,0.00,-0.55015,-0.05704,0.22742,-1.05296,-0.57465,-1.57967
4991161627.00,324.00,0.00,34.00,148689.00,823265904212287,0,0,1,9.0,1.00,3.33,4.00,1.00,1.00,2.00,1.00,3.67,1.67,5.00,70.00,4.00,1.00,70.00,90.06,1.00,-0.12,0.01,1.00,0.00,-2.02,8.99,1.00,0.00,1.00,4.50,4.50,80.03,-0.09126,1.09319,1.00,1004.52,0.00,-0.11,0.818,0.26,0.29,-0.04,5.00,-14.09,-0.51,-6843.00,1.00,-1.55294,-1.52711,-0.25856,-1.21927,-1.52722,0.42225
4991161627.00,324.00,0.00,45.00,71061.00,841240870287141,0,0,4,20.0,2.67,4.33,4.00,4.00,4.00,3.00,3.33,7.00,4.00,6.00,103.47,3.00,1.00,103.47,118.55,1.00,-1.12,1.26,1.00,0.00,-1.02,3.99,4.00,1.00,1.00,10.00,10.00,111.01,-1.12655,-0.39777,1.00,1484.83,1.00,-0.11,0.818,1.15,0.29,-0.32,6.00,-3.09,-0.51,-84471.00,1.00,-0.04876,-0.05704,1.36139,-0.05512,-0.09836,0.92273
4991161627.00,324.00,0.00,57.00,192788.00,927968479445863,1,1,1,4.0,1.00,1.00,1.00,1.00,1.67,1.00,3.00,1.00,2.00,1.67,102.45,1.00,1.00,102.45,143.41,0.00,-3.12,9.74,1.00,0.00,-3.02,15.99,1.67,0.00,0.00,2.00,2.00,122.93,0.49687,0.24121,0.00,1470.17,1.00,-3.11,15.243,9.44,-0.71,2.23,1.67,8.91,0.49,37256.00,0.00,-1.21868,-1.52711,-1.55452,-1.05296,-1.52722,-1.24602
4991161627.00,324.00,0.00,29.00,187953.00,953323440240152,1,1,4,14.0,1.00,1.67,2.67,1.67,2.00,2.00,1.33,2.67,2.00,5.00,64.96,1.00,1.00,64.96,79.20,0.00,-3.12,9.74,1.00,0.00,-2.02,8.99,2.00,1.00,1.00,7.00,7.00,72.08,0.43238,-1.24975,1.00,932.19,0.00,-1.45,5.007,6.31,-0.71,2.23,5.00,-19.09,0.49,32421.00,1.00,-1.05155,-1.20043,-0.74454,-1.05296,-0.09836,0.42225
4991161627.00,324.00,0.00,58.00,87216.00,966267945377573,0,0,3,17.0,3.67,2.67,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,73.41,3.00,1.00,73.41,93.52,1.00,-1.12,1.26,1.00,0.00,-3.02,15.99,1.00,1.00,0.00,8.50,8.50,83.46,-0.91110,0.29446,0.00,1053.37,0.00,-3.11,15.243,3.41,0.29,-0.32,1.00,9.91,-0.51,-68316.00,0.00,-1.55294,-1.52711,-1.06853,-1.55188,-0.57465,-1.57967
5190781248.00,324.00,0.00,36.00,73388.00,209644090161664,1,1,3,15.0,4.33,1.00,1.00,1.00,4.00,3.00,4.00,1.00,2.00,4.00,59.04,3.00,1.00,59.04,77.62,1.00,-1.12,1.26,1.00,0.00,-1.02,3.99,4.00,1.00,0.00,7.50,7.50,68.33,-1.09552,1.57243,0.00,847.26,0.00,-3.11,15.243,1.15,0.29,-0.32,4.00,-12.09,0.49,-82144.00,0.00,-0.04876,-1.52711,-1.55452,-1.05296,-0.57465,-0.07823
5190781248.00,324.00,0.00,50.00,28730.00,279106548224060,0,0,2,20.0,4.00,4.67,4.00,1.67,4.33,6.00,3.00,4.67,3.00,4.67,62.10,4.00,1.00,62.10,134.79,1.00,-0.12,0.01,1.00,0.00,1.98,1.00,4.33,1.00,1.00,10.00,10.00,98.44,-1.69110,-0.13153,1.00,891.10,0.00,-0.11,0.818,-0.25,0.29,-0.04,4.67,1.91,-0.51,-126802.00,1.00,0.11837,-1.20043,0.22742,-0.55404,-1.05093,0.25542
5190781248.00,324.00,0.00,58.00,33062.00,399178568200252,0,0,2,7.0,3.00,1.00,4.00,1.67,1.67,2.25,3.00,3.67,2.00,3.67,50.42,4.00,1.00,50.42,68.16,0.00,-0.12,0.01,1.00,0.00,-1.77,7.55,1.67,0.00,0.00,3.50,3.50,59.29,-1.63333,0.29446,0.00,723.56,0.00,-0.11,0.818,0.23,-0.71,0.09,3.67,9.91,-0.51,-122470.00,0.00,-1.21868,-1.20043,-0.25856,-1.05296,-1.05093,-0.24506
5190781248.00,324.00,0.00,39.00,257525.00,453578081716726,0,0,3,7.0,3.67,1.00,1.00,3.00,1.00,4.00,3.00,2.67,1.00,6.00,71.17,1.00,1.00,71.17,117.57,1.00,-3.12,9.74,1.00,0.00,-0.02,1.00,1.00,0.00,1.00,3.50,3.50,94.37,1.36024,-0.71726,1.00,1021.26,0.00,-3.11,15.243,0.06,0.29,-0.90,6.00,-9.09,-0.51,101993.00,1.00,-1.55294,-0.54706,-0.74454,-1.55188,-0.57465,0.92273
5190781248.00,324.00,0.00,35.00,138646.00,495661345876277,1,1,5,15.0,4.00,4.00,7.00,2.00,4.00,4.75,1.00,3.00,5.00,7.00,87.57,6.00,1.00,87.57,40.73,1.00,1.88,3.53,1.00,0.00,0.73,0.06,7.33,1.00,1.00,7.50,7.50,64.15,-0.22520,1.19969,1.00,1256.62,0.00,2.89,4.392,1.37,0.29,0.54,7.00,-13.09,0.49,-16886.00,1.00,-0.04876,-1.03709,-0.58255,0.44380,0.37792,1.42321
5190781248.00,324.00,0.00,67.00,181303.00,542063718895344,0,0,4,10.0,5.00,2.00,4.67,5.00,5.00,3.25,1.33,1.00,1.00,4.00,72.84,4.00,1.00,72.84,95.02,0.00,-0.12,0.01,1.00,0.00,-0.77,3.06,5.00,0.00,0.00,5.00,5.00,83.93,0.34370,0.77370,0.00,1045.25,0.00,0.55,0.056,0.10,-0.71,0.09,4.00,18.91,-0.51,25771.00,0.00,0.45263,0.43298,-1.55452,-1.55188,-0.09836,-0.07823
5190781248.00,324.00,0.00,62.00,142904.00,543002810178975,0,1,1,11.0,1.67,1.00,2.00,1.00,1.00,2.00,1.33,2.67,4.00,1.00,47.24,3.00,1.00,47.24,61.42,1.00,-1.12,1.26,1.00,0.00,-2.02,8.99,1.00,0.00,0.00,5.50,5.50,54.33,-0.16841,0.50746,0.00,677.94,0.00,-2.11,8.434,2.28,0.29,-0.32,1.00,13.91,0.49,-12628.00,0.00,-1.55294,-1.52711,-0.74454,-0.05512,-1.52722,-1.57967
5190781248.00,324.00,0.00,60.00,115639.00,639746780794842,0,0,1,14.0,2.67,3.00,1.67,4.00,2.67,3.00,1.00,3.67,1.00,1.00,63.02,4.00,1.00,63.02,99.47,0.00,-0.12,0.01,1.00,0.00,-1.02,3.99,2.67,1.00,0.00,7.00,7.00,81.25,-0.53204,0.40096,0.00,904.39,0.00,-2.45,10.482,0.13,-0.71,0.09,1.00,11.91,-0.51,-39893.00,0.00,-0.71729,-0.05704,-0.25856,-1.55188,-1.52722,-1.57967
5190781248.00,324.00,0.00,35.00,156297.00,672737006779614,1,1,1,12.0,4.00,4.67,3.67,1.00,1.00,2.75,1.00,2.00,1.00,3.00,54.52,3.00,1.00,54.52,70.73,1.00,-1.12,1.26,1.00,0.00,-1.27,5.06,1.00,0.00,0.00,6.00,6.00,62.62,0.01020,-0.93026,0.00,782.34,0.00,-0.45,1.531,1.43,0.29,-0.32,3.00,-13.09,0.49,765.00,0.00,-1.55294,-1.52711,-1.06853,-1.55188,-1.52722,-0.57871
5190781248.00,324.00,0.00,35.00,66103.00,818193694744555,0,0,3,12.0,3.67,1.00,5.67,4.00,1.67,4.00,1.00,2.67,3.67,3.00,57.99,4.00,1.00,57.99,121.90,1.00,-0.12,0.01,1.00,0.00,-0.02,1.00,1.67,0.00,0.00,6.00,6.00,89.95,-1.19268,1.41268,0.00,832.18,0.00,1.55,0.581,0.00,0.29,-0.04,3.00,-13.09,-0.51,-89429.00,0.00,-1.21868,-0.05704,-0.74454,-0.22143,-0.57465,-0.57871
5190781248.00,324.00,0.00,25.00,210208.00,889375256522911,0,0,1,10.0,2.67,4.00,4.00,1.00,1.67,1.00,2.00,1.67,1.00,1.00,51.28,4.00,1.00,51.28,68.21,0.00,-0.12,0.01,1.00,0.00,-3.02,15.99,1.67,0.00,0.00,5.00,5.00,59.74,0.72919,-1.46274,0.00,735.90,0.00,-0.11,0.818,0.39,-0.71,0.09,1.00,-23.09,-0.51,54676.00,0.00,-1.21868,-1.52711,-1.23053,-1.55188,-1.52722,-1.57967
