empno,storeno,somakiosk,cage,cincome,custno,loyallev,loyaltycard,cid,visits,brandtrust,comp,sexy,sophis,exc,fit,ability,csr,ValueForPrice,empsim,TotalACTV,cussat,somarket,CoreBrandACTV,ALLpreACTV,cgender,MCcussat,cussatquad,SOMAinteffect,HighlyRecommend,MCFit,fitquad,storeambience,frequentvisitor,empsimHL,visitsafterkiosk,ActedOnADeal,TotalYearlyACTV,Zcincome,Zcage,SOMAEmp,TotalTwoYearSpend,HighValueCustomer,MCSomaSexy,SomaSexyquad,SatFit,MCGender,SatGender,ServiceQuality,MCAge,MCLoyaltyCard,MCIncome,SOMAEmpsim,Zexc,Zsophis,Zcsr,ZValueForPrice,Zcid,Zempsim
1429588534.00,200.00,1.00,35.00,273255.00,114819501122014,0,0,7,14.0,6.33,6.00,7.00,2.00,3.67,5.00,4.67,3.67,4.67,4.00,86.28,4.00,0.00,56.48,75.38,1.00,-0.12,0.01,10.00,0.00,0.98,0.00,3.67,1.00,0.00,7.00,7.00,80.83,1.57002,-0.93026,10.00,1238.14,0.00,2.89,4.392,-0.13,0.29,-0.04,4.00,-13.09,-0.51,117723.00,10.00,-0.21589,-1.03709,-0.25856,0.27749,1.33049,-0.07823
1429588534.00,200.00,1.00,36.00,34322.00,160805394854265,1,1,4,22.0,2.00,2.67,4.00,6.00,6.33,3.75,5.67,4.00,4.00,5.00,98.85,4.00,0.00,58.94,112.79,1.00,-0.12,0.01,10.00,0.00,-0.27,1.56,6.33,1.00,1.00,11.00,11.00,105.82,-1.61652,1.51918,11.00,1418.51,0.00,-0.11,0.818,0.03,0.29,-0.04,5.00,-12.09,0.49,-121210.00,11.00,1.12116,0.92301,-0.09657,-0.05512,-0.09836,0.42225
1429588534.00,200.00,1.00,32.00,263810.00,499666059155032,0,1,7,21.0,5.00,6.00,6.00,6.00,7.00,7.00,6.67,6.33,6.00,7.00,99.39,7.00,0.00,47.34,89.79,0.00,2.88,8.29,10.00,1.00,2.98,4.01,7.00,1.00,1.00,10.50,10.50,94.59,1.44406,-1.09000,11.00,1426.27,0.00,1.89,1.201,8.56,-0.71,-2.05,7.00,-16.09,0.49,108278.00,11.00,1.45542,0.92301,1.03740,0.94272,1.33049,1.42321
1429588534.00,200.00,1.00,36.00,162704.00,684794276395996,0,1,4,23.0,5.67,6.33,7.00,7.00,4.00,7.00,4.00,6.00,5.67,6.00,113.98,7.00,0.00,74.22,96.23,1.00,2.88,8.29,10.00,1.00,2.98,4.01,7.33,1.00,1.00,11.50,11.50,105.10,0.09565,1.51918,11.00,1635.60,1.00,2.89,4.392,8.56,0.29,0.83,6.00,-12.09,0.49,7172.00,11.00,-0.04876,1.41303,0.87540,0.77641,-0.09836,0.92273
1429588534.00,200.00,1.00,68.00,81928.00,883720722304612,0,0,6,15.0,7.00,5.33,4.00,7.00,6.33,7.00,#NULL!,7.00,7.00,6.00,146.28,7.00,0.00,96.17,47.48,1.00,2.88,8.29,10.00,1.00,2.98,4.01,6.33,1.00,1.00,7.50,7.50,96.88,-0.98162,0.82695,11.00,2099.08,1.00,-0.11,0.818,8.56,0.29,0.83,6.00,19.91,-0.51,-73604.00,11.00,1.12116,1.41303,1.36139,1.44164,0.85421,0.92273
1429588534.00,200.00,1.00,29.00,190958.00,903343181450457,0,0,5,16.0,6.33,7.00,6.00,7.00,7.00,5.00,2.67,7.00,6.00,7.00,99.49,7.00,0.00,47.33,91.20,1.00,2.88,8.29,10.00,1.00,0.98,0.00,7.00,1.00,1.00,8.00,8.00,95.34,0.47246,-1.24975,11.00,1427.63,0.00,1.89,1.201,2.82,0.29,0.83,7.00,-19.09,-0.51,35426.00,11.00,1.45542,1.41303,1.36139,0.94272,0.37792,1.42321
3410401811.00,200.00,1.00,54.00,67790.00,28085815244127,0,0,7,14.0,6.33,7.00,6.33,6.00,7.00,6.25,5.00,7.00,7.00,3.67,76.35,7.00,0.00,8.64,131.91,1.00,2.88,8.29,10.00,1.00,2.23,1.57,7.00,1.00,0.00,7.00,7.00,104.13,-1.17018,0.08147,10.00,1095.60,0.00,2.22,2.042,6.41,0.29,0.83,3.67,5.91,-0.51,-87742.00,10.00,1.45542,0.92301,1.36139,1.44164,1.33049,-0.24506
3410401811.00,200.00,1.00,36.00,80366.00,245102019017548,0,0,6,19.0,5.67,6.00,6.33,7.00,7.00,7.00,6.67,6.00,7.00,5.67,103.67,7.00,0.00,53.63,90.60,0.00,2.88,8.29,10.00,1.00,2.98,4.01,7.00,1.00,1.00,9.50,9.50,97.13,-1.00246,-0.87701,11.00,1487.64,1.00,2.22,2.042,8.56,-0.71,-2.05,5.67,-12.09,-0.51,-75166.00,11.00,1.45542,1.41303,0.87540,1.44164,0.85421,0.75590
3410401811.00,200.00,1.00,60.00,280295.00,319855716347859,0,0,7,17.0,6.33,5.33,5.00,4.33,7.00,7.00,4.00,7.00,5.00,5.00,78.02,7.00,0.00,47.76,72.42,1.00,2.88,8.29,10.00,1.00,2.98,4.01,7.00,1.00,1.00,8.50,8.50,75.22,1.66391,0.40096,11.00,1119.54,0.00,0.89,0.009,8.56,0.29,0.83,5.00,11.91,-0.51,124763.00,11.00,1.45542,0.10630,1.36139,0.44380,1.33049,0.42225
3410401811.00,200.00,1.00,30.00,53553.00,360817287237967,0,1,7,18.0,5.00,7.00,6.33,7.00,6.33,4.75,7.00,3.67,5.00,4.00,142.82,7.00,0.00,117.13,124.98,1.00,2.88,8.29,10.00,1.00,0.73,0.06,6.33,1.00,0.00,9.00,9.00,133.90,-1.36005,-1.19650,10.00,2049.46,1.00,2.22,2.042,2.10,0.29,0.83,4.00,-18.09,0.49,-101979.00,10.00,1.12116,1.41303,-0.25856,0.44380,1.33049,-0.07823
3410401811.00,200.00,1.00,48.00,283497.00,546361715043557,0,0,7,26.0,5.00,6.33,5.33,7.00,6.67,6.00,5.00,6.33,4.00,4.33,134.38,6.00,0.00,94.12,138.33,0.00,1.88,3.53,10.00,1.00,1.98,1.00,6.67,1.00,1.00,13.00,13.00,136.35,1.70661,-0.23803,11.00,1928.29,1.00,1.22,0.184,3.71,-0.71,-1.33,4.33,-0.09,-0.51,127965.00,11.00,1.28829,1.41303,1.03740,-0.05512,1.33049,0.08859
3410401811.00,200.00,1.00,45.00,78358.00,549463911207497,1,1,7,12.0,5.67,7.00,6.33,7.00,5.00,7.00,6.33,5.33,5.00,7.00,92.03,4.00,0.00,59.96,79.68,1.00,-0.12,0.01,10.00,0.00,2.98,4.01,5.00,0.00,1.00,6.00,6.00,85.85,-1.02924,-0.39777,11.00,1320.61,0.00,2.22,2.042,-0.38,0.29,-0.04,7.00,-3.09,0.49,-77174.00,11.00,0.45263,1.41303,0.55141,0.44380,1.33049,1.42321
3410401811.00,200.00,1.00,35.00,241234.00,823648063800219,1,1,7,19.0,7.00,7.00,7.00,5.33,6.67,7.00,6.00,5.00,7.00,6.33,95.12,7.00,0.00,59.44,74.79,1.00,2.88,8.29,10.00,1.00,2.98,4.01,6.67,1.00,1.00,9.50,9.50,84.96,1.14297,1.25294,11.00,1364.98,0.00,2.89,4.392,8.56,0.29,0.83,6.33,-13.09,0.49,85702.00,11.00,1.28829,0.59632,0.38942,1.44164,1.33049,1.08956
3410401811.00,200.00,1.00,55.00,231983.00,843546187693226,1,1,7,15.0,6.33,5.00,7.00,4.33,4.33,7.00,5.00,6.00,6.00,7.00,139.51,6.00,0.00,107.24,121.77,1.00,1.88,3.53,10.00,0.00,2.98,4.01,4.33,1.00,1.00,7.50,7.50,130.64,1.01959,0.13471,11.00,2002.02,1.00,2.89,4.392,5.58,0.29,0.54,7.00,6.91,0.49,76451.00,11.00,0.11837,0.10630,0.87540,0.94272,1.33049,1.42321
3410401811.00,200.00,1.00,36.00,122785.00,867214722753124,0,1,7,20.0,7.00,6.33,7.00,5.00,6.00,3.75,5.00,5.33,4.00,7.00,88.31,7.00,0.00,46.07,86.21,1.00,2.88,8.29,10.00,1.00,-0.27,1.56,6.00,1.00,1.00,10.00,10.00,87.26,-0.43673,1.57243,11.00,1267.30,0.00,2.89,4.392,-0.77,0.29,0.83,7.00,-12.09,0.49,-32747.00,11.00,0.95403,0.43298,0.55141,-0.05512,1.33049,1.42321
3410401811.00,200.00,1.00,33.00,242480.00,964534922011786,0,1,2,10.0,1.00,1.67,3.33,3.67,1.00,1.00,1.00,4.67,2.00,1.00,44.14,3.00,0.00,44.14,59.75,0.00,-1.12,1.26,10.00,0.00,-3.02,15.99,1.00,0.00,0.00,5.00,5.00,51.95,1.15959,-1.03675,10.00,633.42,0.00,-0.78,2.468,3.41,-0.71,0.80,1.00,-15.09,0.49,86948.00,10.00,-1.55294,-0.22038,0.22742,-1.05296,-1.05093,-1.57967
4639932802.00,200.00,1.00,21.00,116052.00,59855154967807,0,0,6,20.0,3.00,5.33,7.00,7.00,6.67,5.50,7.00,6.00,6.00,3.00,76.16,7.00,0.00,33.26,113.43,0.00,2.88,8.29,10.00,1.00,1.48,0.25,6.67,1.00,0.00,10.00,10.00,94.80,-0.52653,-1.67574,10.00,1092.90,0.00,2.89,4.392,4.26,-0.71,-2.05,3.00,-27.09,-0.51,-39480.00,10.00,1.28829,1.41303,0.87540,0.94272,0.85421,-0.57871
4639932802.00,200.00,1.00,20.00,126902.00,313874715228933,1,1,7,12.0,6.33,4.67,5.67,7.00,7.00,7.00,5.00,5.33,5.00,6.00,153.68,7.00,0.00,85.47,127.60,1.00,2.88,8.29,10.00,1.00,2.98,4.01,7.00,0.00,1.00,6.00,6.00,140.64,-0.38183,-1.72899,11.00,2205.27,1.00,1.55,0.581,8.56,0.29,0.83,6.00,-28.09,0.49,-28630.00,11.00,1.45542,1.41303,0.55141,0.44380,1.33049,0.92273
4639932802.00,200.00,1.00,69.00,254371.00,399039340724317,1,1,7,9.0,6.33,1.67,7.00,2.00,5.00,3.00,7.00,3.67,6.00,2.00,117.91,6.00,0.00,98.30,53.83,1.00,1.88,3.53,10.00,1.00,-1.02,3.99,5.00,0.00,0.00,4.50,4.50,85.87,1.31817,0.88020,10.00,1692.01,1.00,2.89,4.392,-1.90,0.29,0.54,2.00,20.91,0.49,98839.00,10.00,0.45263,-1.03709,-0.25856,0.94272,1.33049,-1.07919
4639932802.00,200.00,1.00,22.00,282247.00,904930569335653,0,1,7,11.0,7.00,7.00,6.00,6.33,4.00,7.00,6.33,6.00,6.00,7.00,122.01,6.00,0.00,57.95,79.29,1.00,1.88,3.53,10.00,1.00,2.98,4.01,7.33,0.00,1.00,5.50,5.50,100.65,1.68994,-1.62249,11.00,1750.80,1.00,1.89,1.201,5.58,0.29,0.54,7.00,-26.09,0.49,126715.00,11.00,-0.04876,1.08635,0.87540,0.94272,1.33049,1.42321
4639932802.00,200.00,1.00,64.00,218240.00,931999613992318,0,1,7,20.0,5.67,7.00,7.00,7.00,7.00,7.00,#NULL!,4.00,6.00,5.00,115.50,4.00,0.00,84.48,103.61,1.00,-0.12,0.01,10.00,0.00,2.98,4.01,7.00,1.00,1.00,10.00,10.00,109.55,0.83631,0.61395,11.00,1657.41,1.00,2.89,4.392,-0.38,0.29,-0.04,5.00,15.91,0.49,62708.00,11.00,1.45542,1.41303,-0.09657,0.94272,1.33049,0.42225
4639932802.00,200.00,1.00,63.00,177837.00,994511287143948,1,1,4,18.0,4.33,3.67,4.00,5.00,5.00,4.00,1.67,3.00,3.67,3.00,58.78,7.00,0.00,22.58,126.42,0.00,2.88,8.29,10.00,1.00,-0.02,1.00,5.00,1.00,0.00,9.00,9.00,92.60,0.29747,0.56070,10.00,843.44,0.00,-0.11,0.818,-0.05,-0.71,-2.05,3.00,14.91,0.49,22305.00,10.00,0.45263,0.43298,-0.58255,-0.22143,-0.09836,-0.57871
5419740772.00,200.00,1.00,36.00,247003.00,336430476397539,0,0,4,10.0,3.67,5.33,3.00,5.00,6.00,2.00,1.00,3.67,3.67,7.00,107.41,2.00,0.00,107.41,98.62,1.00,-2.12,4.50,10.00,0.00,-2.02,8.99,6.00,0.00,1.00,5.00,5.00,103.01,1.21991,1.57243,11.00,1541.26,1.00,-1.11,3.626,4.29,0.29,-0.61,7.00,-12.09,-0.51,91471.00,11.00,0.95403,0.43298,-0.25856,-0.22143,-0.09836,1.42321
5419740772.00,200.00,1.00,54.00,114519.00,508191726470845,0,0,7,16.0,7.00,7.00,5.00,5.00,7.00,6.75,7.00,5.33,7.00,3.67,132.44,7.00,0.00,115.87,131.92,0.00,2.88,8.29,10.00,1.00,2.73,3.07,7.00,1.00,0.00,8.00,8.00,132.18,-0.54697,0.08147,10.00,1900.54,1.00,0.89,0.009,7.85,-0.71,-2.05,3.67,5.91,-0.51,-41013.00,10.00,1.45542,0.43298,0.55141,1.44164,1.33049,-0.24506
5419740772.00,200.00,1.00,38.00,119761.00,654751184774615,1,1,7,24.0,6.33,5.67,7.00,6.00,7.00,5.25,7.00,6.00,7.00,7.00,128.71,7.00,0.00,102.59,116.22,1.00,2.88,8.29,10.00,1.00,1.23,0.06,7.00,1.00,1.00,12.00,12.00,122.46,-0.47706,-0.77051,11.00,1847.02,1.00,2.89,4.392,3.54,0.29,0.83,7.00,-10.09,0.49,-35771.00,11.00,1.45542,0.92301,0.87540,1.44164,1.33049,1.42321
5419740772.00,200.00,1.00,35.00,159918.00,717558056842475,0,0,7,18.0,6.33,7.00,4.33,6.33,7.00,7.00,6.00,5.00,5.33,7.00,126.98,6.00,0.00,90.48,112.37,0.00,1.88,3.53,10.00,0.00,2.98,4.01,7.00,1.00,1.00,9.00,9.00,119.67,0.05849,-0.93026,11.00,1822.12,1.00,0.22,0.326,5.58,-0.71,-1.33,7.00,-13.09,-0.51,4386.00,11.00,1.45542,1.08635,0.38942,0.61011,1.33049,1.42321
5419740772.00,200.00,1.00,58.00,78423.00,782840297378961,0,0,5,18.0,7.00,6.33,5.33,6.00,5.00,7.00,4.00,7.00,6.00,7.00,111.02,6.00,0.00,58.45,98.81,1.00,1.88,3.53,10.00,1.00,2.98,4.01,5.00,1.00,1.00,9.00,9.00,104.91,-1.02837,0.29446,11.00,1593.11,1.00,1.22,0.184,7.07,0.29,0.68,7.00,9.91,-0.51,-77109.00,11.00,0.45263,0.92301,1.36139,0.94272,0.37792,1.42321
5419740772.00,200.00,1.00,55.00,229187.00,902318399378080,0,0,7,13.0,2.33,5.67,7.00,7.00,7.00,6.75,6.33,6.33,6.00,5.00,110.72,7.00,0.00,46.90,97.64,1.00,2.88,8.29,10.00,1.00,2.73,3.07,7.00,0.00,1.00,6.50,6.50,104.18,0.98230,0.13471,11.00,1588.85,1.00,2.89,4.392,7.85,0.29,0.83,5.00,6.91,-0.51,73655.00,11.00,1.45542,1.41303,1.03740,0.94272,1.33049,0.42225
5419740772.00,200.00,1.00,27.00,273820.00,982283247083819,1,1,6,13.0,3.00,6.33,2.67,3.67,4.33,3.00,3.00,1.00,1.00,2.33,73.20,1.00,0.00,49.71,94.25,0.00,-3.12,9.74,10.00,0.00,-1.02,3.99,4.33,0.00,0.00,6.50,6.50,83.73,1.57756,-1.35625,10.00,1050.44,0.00,-1.45,5.007,3.18,-0.71,2.23,2.33,-21.09,0.49,118288.00,10.00,0.11837,-0.22038,-1.55452,-1.55188,0.85421,-0.91237
5989521906.00,200.00,1.00,36.00,159287.00,26556866735772,1,1,6,16.0,7.00,5.00,6.33,6.33,6.00,6.75,7.00,7.00,4.00,6.00,139.21,7.00,0.00,97.49,123.92,1.00,2.88,8.29,10.00,1.00,2.73,3.07,6.00,1.00,1.00,8.00,8.00,131.56,0.05008,1.57243,11.00,1997.65,1.00,2.22,2.042,7.85,0.29,0.83,6.00,-12.09,0.49,3755.00,11.00,0.95403,1.08635,1.36139,-0.05512,0.85421,0.92273
5989521906.00,200.00,1.00,50.00,80529.00,595281489002868,0,1,7,19.0,6.00,6.33,5.33,7.00,6.00,4.25,6.33,7.00,6.33,7.00,76.87,7.00,0.00,26.97,88.79,1.00,2.88,8.29,10.00,1.00,0.23,0.56,6.00,1.00,1.00,9.50,9.50,82.83,-1.00028,-0.13153,11.00,1103.15,0.00,1.22,0.184,0.67,0.29,0.83,7.00,1.91,0.49,-75003.00,11.00,0.95403,1.41303,1.36139,1.10903,1.33049,1.42321
5989521906.00,200.00,1.00,57.00,44726.00,682872959318754,0,0,7,14.0,7.00,6.33,6.33,4.00,7.00,7.00,6.33,7.00,7.00,7.00,114.25,7.00,0.00,82.75,100.79,0.00,2.88,8.29,10.00,1.00,2.98,4.01,7.00,1.00,1.00,7.00,7.00,107.52,-1.47777,0.24121,11.00,1639.56,1.00,2.22,2.042,8.56,-0.71,-2.05,7.00,8.91,-0.51,-110806.00,11.00,1.45542,-0.05704,1.36139,1.44164,1.33049,1.42321
5989521906.00,200.00,1.00,56.00,265056.00,738390512397887,0,1,7,19.0,7.00,7.00,4.67,6.33,7.00,6.75,7.00,7.00,7.00,7.00,145.75,7.00,0.00,79.67,149.98,1.00,2.88,8.29,10.00,1.00,2.73,3.07,7.00,1.00,1.00,9.50,9.50,147.86,1.46067,0.18796,11.00,2091.48,1.00,0.55,0.056,7.85,0.29,0.83,7.00,7.91,0.49,109524.00,11.00,1.45542,1.08635,1.36139,1.44164,1.33049,1.42321
5989521906.00,200.00,1.00,54.00,78215.00,770451188872043,1,1,7,26.0,6.33,6.00,5.33,5.33,6.00,7.00,7.00,7.00,7.00,7.00,136.02,5.00,0.00,88.54,120.52,1.00,0.88,0.77,10.00,0.00,2.98,4.01,6.00,1.00,1.00,13.00,13.00,128.27,-1.03114,0.08147,11.00,1951.82,1.00,1.22,0.184,2.60,0.29,0.25,7.00,5.91,0.49,-77317.00,11.00,0.95403,0.59632,1.36139,1.44164,1.33049,1.42321
5989521906.00,200.00,1.00,48.00,277056.00,828634153758496,0,0,4,16.0,7.00,6.33,5.00,6.33,5.00,7.00,7.00,7.00,6.00,5.00,143.67,7.00,0.00,111.99,127.88,1.00,2.88,8.29,10.00,1.00,2.98,4.01,5.00,1.00,1.00,8.00,8.00,135.78,1.62071,-0.23803,11.00,2061.63,1.00,0.89,0.009,8.56,0.29,0.83,5.00,-0.09,-0.51,121524.00,11.00,0.45263,1.08635,1.36139,0.94272,-0.09836,0.42225
5989521906.00,200.00,1.00,54.00,45587.00,953016373724709,0,0,7,16.0,5.00,6.33,6.33,6.67,6.33,7.00,3.00,7.00,4.00,4.33,139.71,7.00,0.00,75.70,142.38,1.00,2.88,8.29,10.00,1.00,2.98,4.01,6.33,1.00,1.00,8.00,8.00,141.04,-1.46629,0.08147,11.00,2004.79,1.00,2.22,2.042,8.56,0.29,0.83,4.33,5.91,-0.51,-109945.00,11.00,1.12116,1.24969,1.36139,-0.05512,1.33049,0.08859
5989521906.00,200.00,1.00,34.00,85601.00,972736999724094,1,1,6,21.0,3.33,2.67,3.67,5.00,3.00,5.25,5.00,4.00,5.33,6.00,92.68,2.00,0.00,30.73,62.61,0.00,-2.12,4.50,10.00,0.00,1.23,0.06,3.00,1.00,1.00,10.50,10.50,77.65,-0.93264,-0.98351,11.00,1330.01,0.00,-0.45,1.531,-2.62,-0.71,1.52,6.00,-14.09,0.49,-69931.00,11.00,-0.55015,0.43298,-0.09657,0.61011,0.85421,0.92273
7074485769.00,200.00,1.00,71.00,58033.00,170034055444595,0,0,5,24.0,7.00,7.00,4.33,7.00,7.00,4.00,5.00,7.00,4.33,7.00,125.26,5.00,0.00,86.92,108.66,1.00,0.88,0.77,10.00,0.00,-0.02,1.00,7.00,1.00,1.00,12.00,12.00,116.96,-1.30030,0.98669,11.00,1797.46,1.00,0.22,0.326,-0.02,0.29,0.25,7.00,22.91,-0.51,-97499.00,11.00,1.45542,1.41303,1.36139,0.11119,0.37792,1.42321
7074485769.00,200.00,1.00,33.00,179888.00,275754752424863,0,0,6,16.0,3.67,5.00,5.00,2.00,3.33,1.00,1.00,2.00,1.00,4.00,59.62,5.00,0.00,59.62,73.78,1.00,0.88,0.77,10.00,0.00,-3.02,15.99,3.33,1.00,0.00,8.00,8.00,66.70,0.32483,-1.03675,10.00,855.57,0.00,0.89,0.009,-2.63,0.29,0.25,4.00,-15.09,-0.51,24356.00,10.00,-0.38302,-1.03709,-1.06853,-1.55188,0.85421,-0.07823
7074485769.00,200.00,1.00,65.00,145090.00,471559711571975,0,1,7,27.0,4.33,6.00,7.00,5.33,7.00,6.00,4.00,4.00,7.00,6.00,115.24,7.00,0.00,80.89,100.37,1.00,2.88,8.29,10.00,1.00,1.98,1.00,7.00,1.00,1.00,13.50,13.50,107.81,-0.13926,0.66720,11.00,1653.72,1.00,2.89,4.392,5.69,0.29,0.83,6.00,16.91,0.49,-10442.00,11.00,1.45542,0.59632,-0.09657,1.44164,1.33049,0.92273
7074485769.00,200.00,1.00,25.00,67141.00,493725461888282,0,1,7,17.0,6.33,7.00,5.33,7.00,7.00,7.00,7.00,4.00,6.00,6.00,96.48,5.00,0.00,48.65,84.01,1.00,0.88,0.77,10.00,0.00,2.98,4.01,7.00,1.00,1.00,8.50,8.50,90.24,-1.17883,-1.46274,11.00,1384.42,0.00,1.22,0.184,2.60,0.29,0.25,6.00,-23.09,0.49,-88391.00,11.00,1.45542,1.41303,-0.09657,0.94272,1.33049,0.92273
7074485769.00,200.00,1.00,29.00,213730.00,609501310619164,0,0,5,23.0,7.00,3.33,4.33,7.00,7.00,7.00,4.00,7.00,5.33,6.00,99.84,7.00,0.00,33.82,92.36,1.00,2.88,8.29,10.00,1.00,2.98,4.01,7.00,1.00,1.00,11.50,11.50,96.10,0.77616,-1.24975,11.00,1432.77,0.00,0.22,0.326,8.56,0.29,0.83,6.00,-19.09,-0.51,58198.00,11.00,1.45542,1.41303,1.36139,0.61011,0.37792,0.92273
7074485769.00,200.00,1.00,40.00,195830.00,783182251433962,1,1,7,24.0,5.00,6.33,7.00,7.00,4.67,7.00,6.00,3.67,6.00,7.00,79.53,7.00,0.00,18.88,92.35,0.00,2.88,8.29,10.00,1.00,2.98,4.01,4.67,1.00,1.00,12.00,12.00,85.94,0.53744,-0.66401,11.00,1141.18,0.00,2.89,4.392,8.56,-0.71,-2.05,7.00,-8.09,0.49,40298.00,11.00,0.28550,1.41303,-0.25856,0.94272,1.33049,1.42321
7074485769.00,200.00,1.00,36.00,92923.00,893478715159888,0,1,5,23.0,5.67,5.00,7.00,5.00,6.33,7.00,4.33,6.00,6.67,7.00,108.95,7.00,0.00,40.90,54.27,1.00,2.88,8.29,10.00,1.00,2.98,4.01,6.33,1.00,1.00,11.50,11.50,81.61,-0.83499,1.73217,11.00,1563.50,1.00,2.89,4.392,8.56,0.29,0.83,7.00,-12.09,0.49,-62609.00,11.00,1.12116,0.43298,0.87540,1.27533,0.37792,1.42321
7074485769.00,200.00,1.00,65.00,180886.00,943991548097870,0,1,7,25.0,7.00,7.00,6.33,5.33,4.00,5.00,7.00,7.00,4.33,7.00,115.70,7.00,0.00,65.36,103.44,1.00,2.88,8.29,10.00,1.00,0.98,0.00,7.33,1.00,1.00,12.50,12.50,109.57,0.33814,0.66720,11.00,1660.28,1.00,2.22,2.042,2.82,0.29,0.83,7.00,16.91,0.49,25354.00,11.00,-0.04876,0.59632,1.36139,0.11119,1.33049,1.42321
7104444216.00,200.00,1.00,32.00,88909.00,375394131792721,0,0,2,21.0,5.33,5.33,4.00,2.67,2.67,3.00,2.00,4.00,5.00,4.67,81.85,6.00,0.00,45.10,95.70,1.00,1.88,3.53,10.00,1.00,-1.02,3.99,2.67,1.00,1.00,10.50,10.50,88.77,-0.88852,-1.09000,11.00,1174.52,0.00,-0.11,0.818,-1.90,0.29,0.54,4.67,-16.09,-0.51,-66623.00,11.00,-0.71729,-0.71040,-0.09657,0.44380,-1.05093,0.25542
7104444216.00,200.00,1.00,51.00,35136.00,386646441506113,0,0,7,17.0,5.67,6.00,6.00,6.00,5.67,7.00,7.00,7.00,4.00,6.33,137.18,7.00,0.00,87.46,87.86,1.00,2.88,8.29,10.00,1.00,2.98,4.01,5.67,1.00,1.00,8.50,8.50,112.52,-1.60567,-0.07828,11.00,1968.59,1.00,1.89,1.201,8.56,0.29,0.83,6.33,2.91,-0.51,-120396.00,11.00,0.78690,0.92301,1.36139,-0.05512,1.33049,1.08956
7104444216.00,200.00,1.00,35.00,206859.00,684457346641329,0,0,5,22.0,7.00,5.33,5.67,7.00,7.00,6.00,6.00,5.67,6.00,7.00,134.20,6.00,0.00,87.59,116.86,1.00,1.88,3.53,10.00,1.00,1.98,1.00,7.00,1.00,1.00,11.00,11.00,125.53,0.68453,1.35943,11.00,1925.73,1.00,1.55,0.581,3.71,0.29,0.54,7.00,-13.09,-0.51,51327.00,11.00,1.45542,1.41303,0.71341,0.94272,0.37792,1.42321
7104444216.00,200.00,1.00,23.00,83772.00,753894706756734,0,0,7,14.0,7.00,6.00,6.00,7.00,7.00,7.00,4.00,5.00,6.00,6.67,90.42,7.00,0.00,63.83,66.81,1.00,2.88,8.29,10.00,1.00,2.98,4.01,7.00,1.00,1.00,7.00,7.00,78.62,-0.95703,-1.56924,11.00,1297.54,0.00,1.89,1.201,8.56,0.29,0.83,6.67,-25.09,-0.51,-71760.00,11.00,1.45542,1.41303,0.38942,0.94272,1.33049,1.25638
7104444216.00,200.00,1.00,71.00,151131.00,765626399349113,0,0,5,11.0,7.00,7.00,6.00,5.00,6.33,7.00,7.00,7.00,7.00,5.67,141.52,7.00,0.00,90.16,126.45,1.00,2.88,8.29,10.00,1.00,2.98,4.01,6.33,0.00,1.00,5.50,5.50,133.99,-0.05869,0.98669,11.00,2030.83,1.00,1.89,1.201,8.56,0.29,0.83,5.67,22.91,-0.51,-4401.00,11.00,1.12116,0.43298,1.36139,1.44164,0.37792,0.75590
7104444216.00,200.00,1.00,36.00,170929.00,935929296897606,0,0,5,14.0,7.00,5.33,6.33,7.00,4.00,3.75,7.00,7.00,6.00,4.33,110.70,7.00,0.00,59.14,97.46,1.00,2.88,8.29,10.00,1.00,-0.27,1.56,4.00,1.00,1.00,7.00,7.00,104.08,0.20534,1.73217,11.00,1588.59,1.00,2.22,2.042,-0.77,0.29,0.83,4.33,-12.09,-0.51,15397.00,11.00,-0.04876,1.41303,1.36139,0.94272,0.37792,0.08859
8504012797.00,200.00,1.00,39.00,116378.00,87823955325876,0,0,3,19.0,7.00,3.00,4.33,6.33,4.00,2.75,5.00,6.00,4.00,4.00,67.73,5.00,0.00,44.07,77.37,0.00,0.88,0.77,10.00,0.00,-1.27,5.06,4.00,1.00,0.00,9.50,9.50,72.55,-0.52218,-0.71726,10.00,971.87,0.00,0.22,0.326,-1.10,-0.71,-0.62,4.00,-9.09,-0.51,-39154.00,10.00,-0.04876,1.08635,0.87540,-0.05512,-0.57465,-0.07823
8504012797.00,200.00,1.00,58.00,42279.00,96437368410225,0,0,4,26.0,5.00,7.00,5.33,5.33,7.00,7.00,7.00,7.00,6.33,7.00,129.79,5.00,0.00,114.82,115.78,1.00,0.88,0.77,10.00,0.00,2.98,4.01,7.00,1.00,1.00,13.00,13.00,122.78,-1.51041,0.29446,11.00,1862.42,1.00,1.22,0.184,2.60,0.29,0.25,7.00,9.91,-0.51,-113253.00,11.00,1.45542,0.59632,1.36139,1.10903,-0.09836,1.42321
8504012797.00,200.00,1.00,67.00,110852.00,278782780851511,0,0,7,25.0,5.67,7.00,7.00,4.00,7.00,7.00,7.00,6.33,6.00,6.00,115.47,4.00,0.00,57.49,103.31,1.00,-0.12,0.01,10.00,0.00,2.98,4.01,7.00,1.00,1.00,12.50,12.50,109.39,-0.59588,0.77370,11.00,1656.96,1.00,2.89,4.392,-0.38,0.29,-0.04,6.00,18.91,-0.51,-44680.00,11.00,1.45542,-0.05704,1.03740,0.94272,1.33049,0.92273
